"paperID","Article.Title","DOI","Pub_Year","Source.Title","Authors","latitude_site_decimal","longitude_site_decimal","Open_access","Data_access","survey","tot_area","BIOME_NAME","ECO_NAME","biome_keep","area_keep","district_keep","cor.lat","cor.long","cor.country","dists","tot.auth","prop.India"
"A3141","Tree diversity and distribution in undisturbed and human-impacted sites of tropical wet evergreen forest in southern Western Ghats, India","https://doi.org/10.1023/A:1008949407385",1999,"BIODIVERSITY AND CONSERVATION","Parthasarathy, N",8.5,77.5,"y","n","plot-based or transects",0.03,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,1,1,12.0182619,79.8568461,"India",469.06,1,1
"A3146","Patterns of butterfly, bird and tree diversity in the Western Ghats","link",1999,"CURRENT SCIENCE","Kunte, K; Joglekar, A; Utkarsh, G; Padmanabhan, P",14.16,74.69,"y","n","plot-based or transects",0.864,"Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests",1,1,1,13.0140114,77.565762,"India",336.3,4,1
"A3152","Plant biodiversity and conservation of tropical semi-evergreen forest in the Shervarayan hills of Eastern Ghats, India","https://doi.org/10.1023/A:1008899824399",1999,"Biodiversity and Conservation","Kadavul, K. ; Parthasarathy, N.",11.82,78.27,"y","n","plot-based or transects",0.04,"Tropical & Subtropical Dry Broadleaf Forests","South Deccan Plateau dry deciduous forests",1,1,1,12.0182619,79.8568461,"India",174.24,2,1
"A3168","Ecology and management of sacred groves in Kerala, India","https://doi.org/10.1016/S0378-1127(98)00326-0",1998,"FOREST ECOLOGY AND MANAGEMENT","Chandrashekara, UM; Sankar, S",10,76.5,"n","n","plot-based or transects",0.0145,"Tropical & Subtropical Moist Broadleaf Forests","Malabar Coast moist forests",1,1,1,10.5302908,76.3473187,"India",61.36,1,1
"A3177","Extraction of non-timber forest products in the forests of Biligiri Rangan Hills, India. 4. Impact on floristic diversity and population structure in a thorn scrub forest","https://doi.org/10.1007/BF02862149",1998,"Economic Botany","Shankar, Uma; Murali, K. S.;Shaankar, Uma; Ganeshaiah, K.N.; Bawa, K.S.",12,76,"n","n","plot-based or transects",0.04,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,42.3157363,-71.0527482,"United States of America",13117.81,5,0.8
"A3183","Recovery of tropical rainforest avifauna in relation to vegetation succession following shifting cultivation in Mizoram, north-east India","https://doi.org/10.1046/j.1365-2664.1998.00297.x",1998,"JOURNAL OF APPLIED ECOLOGY","Raman, TRS; Rawat, GS; Johnsingh, AJT",23.55,92.38,"y","n","plot-based or transects",0.0119919366808356,"Tropical & Subtropical Moist Broadleaf Forests","Mizoram-Manipur-Kachin rain forests",1,1,1,27.5705886,80.0981869,"India",1311.28,1,1
"A3184","Sampling strategies for the assessment of tree species diversity","https://doi.org/10.2307/3237115",1998,"JOURNAL OF VEGETATION SCIENCE","Gimaret-Carpentier, C; Pelissier, R; Pascal, JP; Houllier, F",16.75,82.19,"n","n","plot-based or transects",0.03125,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,45.7788727,4.8679611,"France",7716.94,4,0.25
"A3185","Biodiversity value, status, and strategies for conservation of sacred groves of Meghalaya, India","https://doi.org/10.1046/j.1526-0992.1998.00068.x",1998,"ECOSYSTEM HEALTH","Tiwari, BK; Barik, SK; Tripathi, RS",25.33,91.25,"unsure","n","plot-based or transects",0.158,"Tropical & Subtropical Moist Broadleaf Forests","Meghalaya subtropical forests",1,1,1,25.6131418,91.8981471,"India",72.36,3,1
"A3200","Tree spatial patterns in three contrasting plots of a southern Indian tropical moist evergreen forest","https://doi.org/10.1017/S0266467498000017",1998,"JOURNAL OF TROPICAL ECOLOGY","Pelissier, R",12.5,75.65,"y","unsure","plot-based or transects",0.012,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,45.7788727,4.8679611,"France",7537.83,1,1
"A3207","Investigating canopy regeneration processes through individual-based spatial models: application to a tropical rain forest","https://doi.org/10.1016/S0304-3800(97)00128-2",1997,"ECOLOGICAL MODELLING","Moravie, MA; Pascal, JP; Auger, P",12.5,75.65,"n","n","plot-based or transects",0.018,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,45.7788727,4.8679611,"France",7537.83,1,0
"A3210","Conservation status of forests and wildlife in the Eastern Ghats, India","https://doi.org/10.1017/S0376892997000416",1997,"ENVIRONMENTAL CONSERVATION","Rawat, GS",17.23,79.43,"n","n","plot-based or transects",0.04618141200777,"Tropical & Subtropical Dry Broadleaf Forests","Central Deccan Plateau dry deciduous forests",1,1,1,27.5705886,80.0981869,"India",1153.15,1,1
"A3216","Plant biodiversity inventory and conservation of two tropical dry evergreen forests on the Coromandel coast, south India","https://doi.org/10.1023/A:1018328016810",1997,"BIODIVERSITY AND CONSERVATION","Parthasarathy, N; Karthikeyan, R",11.73333336,79.65833336,"y","n","plot-based or transects",0.02,"Tropical & Subtropical Dry Broadleaf Forests","East Deccan dry-evergreen forests",1,1,1,11.9415915,79.8083133,"India",28.36,1,1
"A3228","Nest-site characteristics and nesting success of the Malabar Gray Hornbill in the southern Western Ghats, India","no DOI (manual)",1997,"WILSON BULLETIN","Mudappa, DC; Kannan, R",10.42,76.97,"y","n","unsure",0.1,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,36.0686895,-94.1748471,"United States of America",14779.59,2,0.5
"A3240","The impact of disturbance on detrital dynamics and soil microbial biomass of a Pinus kesiya forest in north-east India","https://doi.org/10.1016/S0378-1127(96)03801-7",1996,"FOREST ECOLOGY AND MANAGEMENT","Arunachalam, A; Maithani, K; Pandey, HN; Tripathi, RS",25.57,91.93,"n","n","plot-based or transects",0.0045,"Tropical & Subtropical Moist Broadleaf Forests","Meghalaya subtropical forests",1,1,1,25.6116774,91.8992403,"India",5.57,1,1
"A3241","Vegetation responses along edge-to-interior gradients in a high altitude tropical forest in peninsular India","https://doi.org/10.1016/S0378-1127(96)03836-4",1996,"FOREST ECOLOGY AND MANAGEMENT","Jose, S; Gillespie, AR; George, SJ; Kumar, BM",10.25,77.08,"n","n","plot-based or transects",7e-04,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,1,1,40.4228054,-86.9140972,"United States of America",14160.7,4,0.5
"A3245","Comparison of forest structure and use by the Indian giant squirrel (Ratufa indica) in two riverine forests of central India","https://doi.org/10.2307/2389203",1996,"BIOTROPICA","Datta, A; Goyal, SP",22.416667,78.133333,"y","n","plot-based or transects",0.072,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,30.2834983,77.9735518,"India",875.88,1,1
"A3247","Species-area and species-individual relationships for tropical trees: A comparison of three 50-ha plots","https://doi.org/10.2307/2261477 ",1996,"JOURNAL OF ECOLOGY","Condit, R; Hubbell, SP; Lafrankie, JV; Sukumar, R; Manokaran, N; Foster, RB; Ashton, PS",11.5714585,76.5240537,"y","unsure","plot-based or transects",0.5,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,0,1,37.09024,-95.712891,"United States of America",14559.92,7,0.142857142857143
"A3249","Extraction of non-timber forest products in the forests of Biligiri Rangan Hills, India .2. Impact of NTFP extraction on regeneration, population structure, and species composition","https://doi.org/10.1007/BF02907329",1996,"ECONOMIC BOTANY","Murali, KS; Shankar, U; Shaanker, RU; Ganeshaiah, KN; Bawa, KS",12,76,"n","n","plot-based or transects",0.005,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,36.0686895,-94.1748471,"United States of America",14587.79,5,0.8
"A3255","Structure and floristic composition of a tropical evergreen forest in south-west India","https://doi.org/10.1017/S026646740000941X",1996,"JOURNAL OF TROPICAL ECOLOGY","Pascal, JP; Pelissier, R",12.5,75.65,"n","n","plot-based or transects",0.018,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,45.7788727,4.8679611,"France",7537.83,2,0.5
"A3256","Biomass and production of fine and coarse roots during regrowth of a disturbed subtropical humid forest in north-east India","https://doi.org/10.1007/BF00044889",1996,"VEGETATIO","Arunachalam, A; Pandey, HN; Tripathi, RS; Maithani, K",25.57,91.93,"y","n","plot-based or transects",0.001,"Tropical & Subtropical Moist Broadleaf Forests","Meghalaya subtropical forests",1,1,1,25.6116774,91.8992403,"India",5.57,NA,NA
"A3278","FLORISTIC ATTRIBUTES OF SMALL CARDAMOM (ELETTARIA-CARDAMOMUM (L) MATON) GROWING AREAS IN THE WESTERN GHATS OF PENINSULAR INDIA","https://doi.org/10.1007/BF00712079",1995,"Agroforestry systems","Mohan Kumar, B.; Kumar, V. Saji; Mathew, W.",9.8,77.1,"n","n","plot-based or transects",0.005,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,10.547799,76.2793365,"India",122.54,5,1
"A3287","ECOTONE STRUCTURE AS AN INDICATOR OF CHANGING FOREST SAVANNA BOUNDARIES (LINGANAMAKKI REGION, SOUTHERN INDIA)",NA,1994,"Journal of Biogeography","Puyravaud, Jean-Philippe; Pascal, Jean-Pierre; Dufour, Celine",14,74.75,"unsure","n","plot-based or transects",0.0056,"Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests",1,1,1,11.9369401,79.8356517,"India",597.54,3,0.333333333333333
"A3288","A COMPARATIVE-STUDY OF OAK-DOMINATED FORESTS IN THE MID-APPALACHIANS OF THE EASTERN UNITED-STATES AND THE KUMAUN HIMALAYA OF NORTHERN INDIA","https://doi.org/10.2307/2997011",1994,"BULLETIN OF THE TORREY BOTANICAL CLUB","STEPHENSON, SL; SAXENA, AK",29.6,79.5,"n","n","plot-based or transects",0.0012,"Tropical & Subtropical Coniferous Forests","Himalayan subtropical pine forests",1,1,1,39.4857867,-80.1630335,"United States of America",12063.61,2,0.5
"A3294","VEGETATION AND GAP DYNAMICS OF A TROPICAL WET EVERGREEN FOREST IN THE WESTERN GHATS OF KERALA, INDIA","https://doi.org/10.1017/S0266467400008014 ",1994,"JOURNAL OF TROPICAL ECOLOGY","CHANDRASHEKARA, UM; RAMAKRISHNAN, PS",10.5,76.666667,"n","unsure","plot-based or transects",0.01,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,28.6223011,77.2393724,"India",2018.25,1,1
"A3295","FACTORS INFLUENCING THE POPULATION-DENSITY OF THE HANUMAN LANGUR (PRESBYTIS-ENTELLUS) IN SARISKA-TIGER-RESERVE","https://doi.org/10.1007/BF02382732",1994,"PRIMATES","ROSS, C; SRIVASTAVA, A",27.482727,76.550476,"n","n","plot-based or transects",0.0104,"Tropical & Subtropical Dry Broadleaf Forests","Khathiar-Gir dry deciduous forests",1,1,1,NA,NA,NA,NA,2,1
"A3301","LEAF CHEMISTRY AND FOOD SELECTION BY COMMON LANGURS (PRESBYTIS-ENTELLUS) IN RAJAJI-NATIONAL-PARK, UTTAR-PRADESH, INDIA","https://doi.org/10.1007/BF02735235",1994,"INTERNATIONAL JOURNAL OF PRIMATOLOGY","KARGUPTA, K; KUMAR, A",30,78,"n","n","plot-based or transects",0.0365210145979813,"Tropical & Subtropical Moist Broadleaf Forests","Upper Gangetic Plains moist deciduous forests",1,1,1,30.2834983,77.9735518,"India",31.66,3,1
"A3302","FEEDING ECOLOGY AND CONSERVATION OF THE PHAYRE LEAF MONKEY PRESBYTIS-PHAYREI IN NORTHEAST INDIA","no DOI (manual)",1994,"BIOLOGICAL CONSERVATION","GUPTA, AK; KUMAR, A",23.4529,91.8293,"n","n","plot-based or transects",0.025,"Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests",1,1,1,30.2834983,77.9735518,"India",1570.17,1,1
"A3304","TREE AND SHRUB MORTALITY AND DEBARKING BY SAMBAR CERVUS-UNICOLOR (KERR) IN GIR AFTER A DROUGHT IN GUJARAT, INDIA","https://doi.org/10.1016/0006-3207(94)90346-8",1994,"BIOLOGICAL CONSERVATION","KHAN, JA; RODGERS, WA; JOHNSINGH, AJT; MATHUR, PK",21.14,70.79,"y","n","plot-based or transects",NA,"Tropical & Subtropical Dry Broadleaf Forests","Khathiar-Gir dry deciduous forests",1,1,1,30.2834983,77.9735518,"India",1246.25,1,1
"A3326","STRUCTURE AND SPECIES DISTRIBUTION IN CORINGA MANGROVE FOREST, GODAVARI DELTA, ANDHRA-PRADESH, INDIA","https://doi.org/10.1007/BF00008200",1992,"Hydrobiologia","Azariah, Jayapaul; Azariah, Hilda; Gunasekaran, S.; Selvam, V.",16.82,82.32,"n","n","plot-based or transects",0.00025,"Deserts & Xeric Shrublands","Godavari-Krishna mangroves",1,1,1,13.0113241,80.2400412,"India",479.37,1,1
"A3331","LONG-TERM MONITORING OF VEGETATION IN A TROPICAL DECIDUOUS FOREST IN MUDUMALAI, SOUTHERN INDIA","link ",1992,"CURRENT SCIENCE","SUKUMAR, R; DATTARAJA, HS; SURESH, HS; RADHAKRISHNAN, J; VASUDEVA, R; NIRMALA, S; JOSHI, NV",11.625,76.55833334,"y","y","plot-based or transects",0.05,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,1,1,13.0143881,77.567716,"India",189.66,1,1
"A3345","ATTEMPTED UNDERSTOREY CHARACTERIZATION USING AERIAL-PHOTOGRAPHY IN KANHA-NATIONAL-PARK, MADHYA-PRADESH, INDIA","https://doi.org/10.1017/S0376892900021299",1991,"ENVIRONMENTAL CONSERVATION","PORWAL, MC; ROY, PS",22.25027778,81.00027778,"y","n","plot-based or transects",0.024964,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,30.3412185,78.0471393,"India",947.54,1,1
"B0001","Assessment of tree diversity in distinctive deciduous forests of Suruli falls, Southern Western Ghats","https://doi.org/10.31018/jans.v10i4.1879",2018,"APPLIED AND NATURAL SCIENCE FOUNDATION","Naveenkumar, J; Sundarapandian, SM",9.65,77.3,"n","y","plot-based or transects",0.02,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,12.0161088,79.8556282,"India",383.98,2,1
"B0002","Assessment of tree diversity in tropical deciduous forests of Northcentral Eastern Ghats, India","https://doi.org/10.1080/24749508.2018.1452479",2018,"Geology, Ecology, and Landscapes","Naidu, Tarakeshwara M.; Premavani, D.; Suthari, Sateesh; Venkaiah, M.",18.5,82,"unsure","unsure","plot-based or transects",0.06,"Tropical & Subtropical Dry Broadleaf Forests","North Deccan dry deciduous forests",1,1,1,17.385044,78.486671,"India",392.22,1,1
"B0003","Biomass, carbon density and diversity of tree species in tropical dry deciduous forests in Central India","link",2018,"ACTA ECOLOGICA SINICA","Joshi, RK; Dhyani, S",23.95,81.83,"n","y","plot-based or transects",0.006,"Tropical & Subtropical Dry Broadleaf Forests","Narmada Valley dry deciduous forests",1,1,1,28.5433333,77.1805556,"India",690.45,2,1
"B0004","Carbon stock assessment and its relation with tree biodiversity in Tropical Moist Deciduous Forest of Similipal Biosphere Reserve, Odisha, India","https://doi.org/10.1007/s42965-020-00111-8",2020,"TROPICAL ECOLOGY","Mohanta, MR; Mohanta, A; Mohapatra, U; Mohanty, RC; Sahu, SC",21.85,86.55,"y","y","plot-based or transects",0.042,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,21.6089381,86.9774246,"India",51.71,5,1
"B0005","Density, Species Richness and Aboveground Biomass of Trees in 10 Hectare Permanent Study Plot, Pachaimalai, Tamil Nadu","LINK",2016,"Scholars Academic Journal of Biosciences","Udayakumar, N; Manikandan, S; Tamil Selvan, B; Sekar, T",11.23,78.67,"y","y","plot-based or transects",4e-04,"Tropical & Subtropical Dry Broadleaf Forests","South Deccan Plateau dry deciduous forests",1,1,1,13.0741357,80.2331819,"India",266.61,1,1
"B0007","Diversity of tree vegetation of Rajasthan, India","no DOI (manual)",2014,"TROPICAL ECOLOGY","Sultana, A; Hussain, MS; Rathore, DK",27,75.9,"y","n","plot-based or transects",0.0320442450666159,"Tropical & Subtropical Dry Broadleaf Forests","Khathiar-Gir dry deciduous forests",1,1,1,28.6139391,77.2090212,"India",221.11,1,1
"B0008","Estimationof Biomass and Carbon Sequestration by Non-Destructive Method in Dry Deciduous Forest of Shivpuri, Madhya Pradesh, India","10.1088/1755-1315/943/1/012020",2021,"IOP Conference Series: Earth and Environmental Science","Bung, S; Rajmohan, S; Bhutia, S; Pandey, H; Mitra, M",25.5,77.85,"n","n","plot-based or transects",0.0096,"Tropical & Subtropical Dry Broadleaf Forests","Khathiar-Gir dry deciduous forests",1,1,1,NA,NA,NA,NA,5,1
"B0009","Forest structure, diversity and soil properties in a dry tropical forest in Rajasthan, Western India","no DOI (manual)",2011,"ANNALS OF FOREST RESEARCH","Kumar, JIN; Patel, K; Kumar, RN; Bhoi, RK",27,74,"y","n","plot-based or transects",0.01,"Deserts & Xeric Shrublands","Aravalli west thorn scrub forests",1,1,1,22.5459097,72.9293944,"India",507.49,4,1
"B0010","Greater stability of carbon capture in species-rich natural forests compared to species-poor plantations","https://doi.org/10.1088/1748-9326/ab5f75",2020,"ENVIRONMENTAL RESEARCH LETTERS","Osuri, AM; Gopal, A; Raman, TRS; DeFries, R; Cook-Patton, SC; Naeem, S",14.05,75.4,"y","y","plot-based or transects",0.0968,"Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests",1,1,1,40.8063056,-73.964554,NA,13162.25,4,0.5
"B0011","Inventory of trees in tropical dry deciduous forests of Tiruvannamalai district, Tamil Nadu, India","https://doi.org/10.13057/biodiv/d150208",2014,"BIODIVERSITAS","Gandhi, DS; Sundarapandian, S",12.08,78.85,"y","y","plot-based or transects",0.2,"Tropical & Subtropical Dry Broadleaf Forests","South Deccan Plateau dry deciduous forests",1,1,1,12.0263438,79.8492812,"India",108.95,2,1
"B0012","Pattern of Floristics and Biodiversity of Angiosperms of Purna Wildlife Sanctuary, Mahal, Gujarat","link",2018,"INDIAN JOURNAL OF ECOLOGY","Kumar, V; Tiwari, A.; Desai, SB",21.00027778,73.08472222,"y","y","plot-based or transects",NA,"Tropical & Subtropical Dry Broadleaf Forests","Khathiar-Gir dry deciduous forests",1,1,1,21.2375704,81.7054549,"India",895.48,1,1
"B0016","Phytosociological assessment and carbon stock estimation and valuation in the tropical dry deciduous forest of Bihar","https://doi.org/10.1108/EFCC-05-2020-0018",2021,"Ecofeminism and Climate Change","Biswas, Saroni; Biswas, Anirban; Das, Arabinda; Banerjee, Saon",24.83,86.83,"unsure","y","plot-based or transects",0.00992628,"Tropical & Subtropical Dry Broadleaf Forests","Chhota-Nagpur dry deciduous forests",1,1,1,NA,NA,NA,NA,4,1
"B0017","Plant diversity in tropical deciduous forests of Eastern Ghats, India: A landscape level assessment","no DOI (manual)",2013,"International Journal of Biodiversity and Conservation","Panda, PC; Mahapatra, AK; Acharya, PK; Debata, AK",19.94,83.7,"y","n","plot-based or transects",2.22,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,20.2982813,85.8032455,"India",223.43,4,1
"B0019","Status and Diversity of Tree, Seedling and Sapling in Tropical Dry Deciduous Forest (DDF) of North Gujarat Region (NGR), Gujarat, India","no DOI (manual)",2007,NA,NA,24.05,72.79,"y","n","plot-based or transects",0.0326725635973339,"Tropical & Subtropical Dry Broadleaf Forests","Khathiar-Gir dry deciduous forests",1,1,1,10.5928829,78.7639144,"India",1626.26,2,1
"B0021","Structure, composition and diversity of degraded dry tropical forest in Balamdi Watershed of Chhattisgarh plain, India","https://doi.org/10.1080/09766901.2010.11884723",2010,"JOURNAL OF BIODIVERSITY","Bijalwan, A",21.4,82.4,"n","n","plot-based or transects",NA,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,23.2084407,77.3845861,"India",554.33,1,1
"B0022","Tree biomass and carbon density estimation in the tropical dry forest of Southern Western Ghats, India","https://doi.org/10.3832/ifor2190-011",2018,"IFOREST-BIOGEOSCIENCES AND FORESTRY","Padmakumar, B; Sreekanth, NP; Shanthiprabha, V; Paul, J; Sreedharan, K; Augustine, T; Jayasooryan, KK; Rameshan, M; Mohan, M; Ramasamy, EV; Thomas, AP",10.25063,77.09568,"y","n","plot-based or transects",0.00798848,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,1,1,9.6581597,76.5342818,"India",90.21,11,1
"B0024","Tree species composition, dispersion and diversity along a disturbance gradient in a dry tropical forest region of India","https://doi.org/10.1016/S0378-1127(03)00235-4",2003,"FOREST ECOLOGY AND MANAGEMENT","Sagar, R; Raghubanshi, AS; Singh, JS",24.27611111,83.10361112,"y","n","plot-based or transects",0.15,"Tropical & Subtropical Dry Broadleaf Forests","Chhota-Nagpur dry deciduous forests",1,1,1,25.2710954,82.9824121,"India",111.44,3,1
"B0025","Vegetation characteristics of Chapredi Reserve Forest of Bhuj-Kachchh, Gujarat","no DOI (manual)",2015,"eJournal of Applied Forest Ecology ","Vaghasiya, PM; Dhamsaniya, Shila; Paradva, BR; Patel, RM",23.3,69.8,"y","n","plot-based or transects",0.0045,"Deserts & Xeric Shrublands","Aravalli west thorn scrub forests",1,1,1,23.2178587,69.6551552,"India",17.41,4,1
"B0026","Vegetation composition and woody species diversity at Chandoli National Park, northern Western Ghats, India","no DOI (manual)",2008,"CURRENT SCIENCE","Kanade, R; Tadwalkar, M; Kushalappa, C; Patwardhan, A",17.18,73.79,"y","n","plot-based or transects",0.05,"Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests",1,1,1,18.4931501,73.9515292,"India",147.18,5,1
"B0027","Vegetation Structure and Above Ground Biomass Carbon in Dry and Moist Deciduous Forests of Dharwad District in Karnataka, India","link",2016,"International Journal of Environmental Sciences","Khaple, AK; Puttaiah, ET; Devagiri, GM; Mishra, SB",15.366667,75,"y","n","plot-based or transects",0.0029994732,"Deserts & Xeric Shrublands","Deccan thorn scrub forests",1,1,1,17.3103594,76.8729891,"India",294.69,4,1
"B0028","Vegetation structure and floristic composition of a tropical dry deciduous forest in Bhadra Wildlife Sanctuary, Karnataka, India","https://wgbis.ces.iisc.ac.in/biodiversity/sahyadri_enews/newsletter/issue43/bibliography/Vegetation-structure-and-floristic-composition-of-a-tropical-dry-deciduous-forest-in-Bhadra-Wildlife-Sanctuary.pdf",2010,"TROPICAL ECOLOGY","Krishnamurthy, YL; Prakasha, HM; Nanda, A; Krishnappa, M; Dattaraja, HS; Suresh, HS",13.75556,75.59167,"unsure","n","plot-based or transects",4e-04,"Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats moist deciduous forests",1,1,1,17.385044,78.486671,"India",509.49,6,1
"B0029","Vegetation types, dominant compositions, woody plant diversity and stand structure in Trishna Wildlife Sanctuary of Northeast India","no DOI (manual)",2015,"JOURNAL OF ENVIRONMENTAL BIOLOGY","Majumdar, K; Datta, BK",23.31667,91.375,"n","n","plot-based or transects",0.025,"Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests",1,1,1,23.7642967,91.2607177,"India",51.18,2,1
"C0001","Tree diversity and carbon storage cobenefits in tropical human-dominated landscapes","https://doi.org/10.1111/conl.12699",2020,"CONSERVATION LETTERS","AM Osuri, S Machado, J Ratnam",14.375,74.95833334,"y","y","plot-based or transects",0.9,"Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests",1,0,1,12.3265999,76.6133559,"India",290.04,13,0.538461538461538
"C0008","Diversity, population structure, and regeneration of tree species in Lalgarh forest range of West Bengal, India",NA,2017,"International JOurnal of Botany Studies","Manna, Shyam Sundar; Mishra, Satyendra Prasad",23,87.16,"unsure","n","plot-based or transects",0.016,"Tropical & Subtropical Dry Broadleaf Forests","Chhota-Nagpur dry deciduous forests",1,1,1,21.4790079,83.8846653,"India",377.56,1,1
"C0010","Role of mangroves in carbon sequestration: A case study from Prentice island of Indian Sundarbans","no DOI (manual)",2017,"International Journal of Basic and Applied Research","Agarwal, S; Pal, N; Zaman, S; Mitra, A",21.741834,88.290891,"y","y","plot-based or transects",0.0015,"Mangroves","Sundarbans mangroves",1,1,1,NA,NA,NA,NA,4,1
"C0014","Monitoring land use, species composition and diversity of moist tropical environ in Achanakmaar Amarkantak Biosphere reserve, India using satellite data","no DOI (manual)",2019,NA,"Thakur, T; Padwar, GK; Patel, DK; Bijalwan, A",21.60833334,82.62500003,"y","n","checklist",0.024,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,22.7935518,81.7496531,"India",159.83,4,1
"C0015","Dispersion Pattern of Native Species in Sal Forests of Chhotanagpur Plateau, India.","http://dx.doi.org/10.12944/CWE.10.2.12",2015,"CURRENT WORLD ENVIRONMENT","Narayan, C; Anshumali",23.595025,85.8516008,"y","y","plot-based or transects",0.04,"Tropical & Subtropical Dry Broadleaf Forests","Chhota-Nagpur dry deciduous forests",1,1,1,23.8144169,86.441249,"India",64.87,2,1
"C0017","Carbon sequestration by mangrove vegetations: A case study from Mahanadi mangrove wetland","https://doi.org/10.24214/jecet.A.7.1.01629.",2017,"Journal of Sciences and Technology","Agarwal, S; Banerjee, K; Pal, N; Mallik, K; Bal, G; Pramanick, P; Mitra, A",20.36,86.65,"y","n","plot-based or transects",0.0015,"Deserts & Xeric Shrublands","Godavari-Krishna mangroves",1,1,1,22.5592616,88.3964046,"India",304.41,7,1
"C0020","Remote sensing-derived spectral vegetation indices and forest carbon: testing the validity of models in mountainous terrain covered with high biodiversity","no DOI (manual)",2017,NA,"Kumar, P; Ghose, MK",27.57138889,88.46986111,"y","n","plot-based or transects",0.1708618491,"Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests",1,1,1,27.301881,88.6096575,"India",33.03,2,1
"C0027","Angiospermic distribution in a dry deciduous forest-Kaiwara Reserve forest, Chintamani Tk, Chikkaballapura Dt. Karnataka, India","no DOI (manual)",2017,"JOURNAL OF MEDICINAL PLANTS STUDIES","Chandu, PG; Razika, CS; Usha, CN; Mamatha, S; Kavya, K; Divya R; Shashikala S; Jegan G; Muthuchelian, K",13.34,77.98,"y","n","checklist",0.002,"Deserts & Xeric Shrublands","Deccan thorn scrub forests",1,1,1,13.3859194,78.0842989,"India",12.4,9,1
"C0029","Aboveground woody biomass, carbon stocks potential in selected tropical forest patches of Tripura, Northeast India","10.4236/oje.2016.610057",2016,"Open Journal of Ecology","K Majumdar, BK Choudhary, BK Datta",23.25027778,91.45027778,"y","n","plot-based or transects",0.02,"Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests",1,0,1,23.7642967,91.2607177,"India",60.4,3,1
"C0033","REGENERATION PATTERN Of TREE SPECIES ALONG AN ALTITUDINAL GRADIENT IN PITHORAGARH DISTRICT, WEST HIMALAYA","no DOI (manual)",2019,NA,"Barola, A; Durgapal, K; Bahukhandi, A",29.81,80.17,"y","n","plot-based or transects",0.0015,"Temperate Broadleaf & Mixed Forests","Western Himalayan broadleaf forests",1,1,1,29.8476833,79.3226143,"India",81.94,1,1
"C0040","Vegetation biomass and carbon stock assessment using geospatial approach","https://doi.org/10.1016/B978-0-12-822931-6.00006-X",2021,"Forest Resources Resilience and Conflicts","Khaple, AK; Devagiri, GM; Veerabhadraswamy, N; Babu, S; Mishra, SB",14.875,76.5,"y","n","plot-based or transects",0.0369935028,"Deserts & Xeric Shrublands","Deccan thorn scrub forests",1,1,1,13.9299299,75.568101,"India",145.48,5,0.8
